"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"3682","39.331840515137","TALAGANTE","5","2","0","0","310417","2","3","2","1","1","3","0","1","0","0","0","3","0","2","0","0","2","6","4"
"3683","119.69664001465","MAIPU","2","0","0","0","500000","1","1","1","0","1","0","1","0","0","0","0","0","0","2","0","0","2","0","0"
"3684","126.55893707275","ÑUÑOA","2","0","0","1","734985","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","9"
"3685","87.878784179688","PUDAHUEL","3","1","0","0","300000","1","2","1","1","1","1","0","1","0","0","0","1","0","2","0","0","2","2","4"
"3686","114.37947845459","SANTIAGO","2","0","0","0","79535","1","1","0","2","0","2","0","0","0","0","0","0","2","0","0","0","0","2","4"
"3687","34.452674865723","ISLA DE MAIPO","3","0","1","1","280000","1","2","1","0","1","1","0","1","0","0","0","1","0","2","0","0","2","1","2"
"3688","124.34017944336","PUENTE ALTO","2","0","0","0","294356","1","1","0","0","1","0","0","0","1","0","0","0","0","2","0","0","2","0","2"
"3689","154.10952758789","RECOLETA","2","0","0","0","115438","1","1","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","2","0"
"3690","174.40660095215","LO BARNECHEA","5","2","0","0","723503","2","3","4","3","2","3","0","0","0","0","0","0","2","3","0","0","4","6","3"
"3691","65.065620422363","PEÑALOLEN","4","0","2","0","444629","1","3","0","0","1","0","1","2","0","0","0","0","2","2","0","1","2","0","6"
"3692","85.917221069336","CERRO NAVIA","3","0","0","0","539237","0","3","0","0","2","0","1","0","0","0","0","0","0","3","0","0","4","0","2"
"3693","48.668224334717","PUDAHUEL","3","1","0","0","280000","1","2","2","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","4"
"3694","246.63917541504","LO PRADO","5","1","0","0","1195325","3","2","4","2","3","2","0","0","1","0","0","0","1","4","0","0","6","2","2"
"3695","177.82116699219","LO ESPEJO","2","0","0","0","230000","1","1","0","0","0","0","2","1","0","0","0","0","0","0","2","2","0","0","2"
"3696","76.810279846191","MAIPU","4","0","0","0","241457","3","1","0","0","2","1","0","1","0","1","2","0","1","1","0","0","2","0","0"
"3697","318.56161499023","MACUL","5","2","2","0","4608079","3","2","5","0","4","0","1","0","0","0","0","0","0","5","0","0","8","0","2"
"3698","72.377830505371","LA PINTANA","4","0","0","0","250000","2","2","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","6"
"3699","224.51020812988","MAIPU","1","0","0","0","160000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","4"
"3700","134.82833862305","LA REINA","3","2","0","0","2851663","1","2","2","0","3","0","0","0","0","0","0","0","0","2","1","2","3","0","2"
"3701","165.30177307129","LA REINA","3","0","0","0","744028","0","3","0","0","2","0","0","1","0","1","0","0","0","2","1","0","4","0","6"
"3702","103.70502471924","ESTACION CENTRAL","1","0","0","0","170000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","4"
"3703","235.76600646973","SANTIAGO","1","1","0","0","1598688","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","3"
"3704","113.93720245361","LA PINTANA","6","1","0","0","269000","3","3","1","2","1","3","0","1","0","1","1","2","2","1","0","0","2","4","8"
"3705","79.198593139648","PROVIDENCIA","3","1","1","0","1500000","2","1","2","0","2","0","0","0","0","1","1","0","0","2","0","0","4","0","2"
"3706","24.577323913574","PROVIDENCIA","2","1","2","1","95027","1","1","2","0","1","0","2","2","0","2","0","0","0","1","1","0","2","0","4"
"3707","81.506492614746","EL BOSQUE","4","0","0","0","611984","0","4","0","1","2","1","0","1","0","0","0","0","1","2","1","0","4","2","5"
"3708","83.442344665527","BUIN","5","0","2","0","497540","3","2","0","1","2","2","0","1","0","0","0","2","1","2","0","0","2","4","2"
"3709","108.46145629883","EL BOSQUE","6","1","0","0","870463","2","4","1","1","4","0","0","0","2","0","0","0","2","4","0","0","4","0","0"
"3710","86.24291229248","SAN MIGUEL","4","1","0","0","676708","2","2","0","1","3","1","0","1","0","0","0","0","0","4","0","0","4","0","0"
"3711","47.911781311035","MAIPU","4","1","1","1","600000","3","1","2","0","1","2","0","1","0","0","0","2","0","2","0","0","2","2","4"
"3712","74.130516052246","PUENTE ALTO","5","1","0","1","854815","2","3","2","1","3","2","0","0","0","0","0","1","2","2","0","0","7","4","0"
"3713","59.337162017822","CERRILLOS","4","1","1","0","700000","2","2","2","0","2","1","0","0","0","1","1","1","0","2","0","0","4","2","0"
"3714","88.771202087402","MAIPU","3","0","1","0","558135","1","2","0","1","1","1","0","1","0","0","0","1","0","2","0","0","1","2","2"
"3715","70.774688720703","LA FLORIDA","1","0","0","0","264492","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"3716","51.62056350708","SAN BERNARDO","4","1","0","0","500000","4","0","1","2","2","2","0","0","0","0","0","1","2","1","0","0","2","4","0"
"3717","107.52365112305","PEÑALOLEN","4","1","1","0","820990","1","3","1","1","1","1","1","1","0","1","0","1","0","1","2","2","2","2","2"
"3718","99.235900878906","LA PINTANA","4","1","1","0","607404","3","1","0","1","3","1","0","0","0","0","0","0","1","3","0","0","6","2","2"
"3719","72.886985778809","QUILICURA","3","1","1","0","573385","1","2","2","1","1","1","1","0","0","1","0","0","1","1","1","0","2","2","2"
"3720","52.604583740234","VITACURA","2","1","0","0","808180","1","1","1","0","0","0","2","0","0","0","0","0","0","0","2","2","0","0","6"
"3721","277.16198730469","CONCHALI","8","0","0","0","1573679","2","6","0","2","5","2","1","0","0","0","0","1","1","5","1","0","10","4","2"
"3722","134.97346496582","RENCA","5","0","2","2","300000","3","2","0","2","1","2","0","1","1","0","0","2","1","2","0","0","2","4","4"
"3723","47.911781311035","MAIPU","4","1","0","0","417696","2","2","1","0","1","2","0","1","0","0","1","1","0","2","0","0","2","4","4"
"3724","64.652984619141","PUENTE ALTO","4","1","2","0","670000","3","1","1","1","2","1","1","1","0","0","0","0","2","1","1","0","2","0","7"
"3725","146.41377258301","MACUL","5","0","2","0","1130688","2","3","3","3","2","3","0","0","0","0","0","1","1","3","0","0","4","6","0"
"3726","65.667343139648","MAIPU","3","1","1","0","710140","2","1","2","0","1","0","1","1","0","0","0","0","0","3","0","0","2","0","4"
"3727","81.920555114746","SAN BERNARDO","3","0","0","0","180748","1","2","0","1","0","2","0","1","0","0","0","2","0","1","0","0","2","0","9"
"3728","91.558799743652","PADRE HURTADO","7","1","1","0","280000","4","3","1","0","1","4","0","1","0","1","1","4","0","2","0","0","2","7","2"
"3729","70.668182373047","PROVIDENCIA","3","1","1","0","1200000","0","3","2","1","3","1","0","0","0","0","0","0","0","3","0","0","6","2","0"
"3730","116.33429718018","LO PRADO","5","0","0","0","1024854","3","2","2","2","3","1","0","1","0","0","0","1","2","2","0","0","4","1","8"
"3731","114.05115509033","QUILICURA","2","1","1","0","389038","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","8"
"3732","43.799228668213","TALAGANTE","4","0","1","1","300000","2","2","0","1","1","2","0","1","0","0","0","2","0","2","0","0","2","0","4"
"3733","68.465751647949","LA PINTANA","4","0","1","0","220000","2","2","1","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"3734","52.875030517578","LA GRANJA","4","1","2","0","625318","1","3","1","1","3","1","0","0","0","0","0","0","1","2","1","1","8","2","0"
"3735","154.55685424805","LA CISTERNA","3","2","2","0","566880","1","2","1","0","1","0","1","1","0","1","0","0","0","2","1","0","4","0","2"
"3736","96.700675964355","PUDAHUEL","3","1","1","0","739956","0","3","1","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"3737","107.52365112305","PEÑALOLEN","4","1","2","0","2329467","2","2","3","0","4","0","0","0","0","0","0","0","0","3","1","0","8","0","0"
"3738","27.385883331299","COLINA","5","0","1","0","780000","3","2","0","0","2","2","0","1","0","0","0","2","0","3","0","0","4","2","4"
"3739","87.723815917969","QUILICURA","3","0","0","0","305061","1","2","0","0","1","0","0","0","1","1","1","0","1","1","0","0","2","0","2"
"3740","39.467796325684","ISLA DE MAIPO","2","0","0","0","180000","1","1","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","4"
"3741","152.56887817383","RENCA","2","0","0","0","300000","1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","2","2","0"
"3742","113.19229888916","SANTIAGO","3","0","0","0","298032","2","1","1","0","2","1","0","0","0","0","0","1","0","2","0","0","4","2","6"
"3743","98.192504882812","QUILICURA","4","0","1","0","601973","2","2","0","2","2","2","0","0","0","0","0","2","0","2","0","0","4","4","0"
"3744","73.22673034668","LA FLORIDA","3","1","0","0","1169862","1","2","2","0","3","0","0","0","0","0","0","0","0","3","0","0","6","0","0"
"3745","69.352577209473","PUENTE ALTO","4","0","1","0","783000","2","2","0","1","4","1","0","0","0","0","0","0","0","4","0","0","6","0","2"
"3746","72.89990234375","ÑUÑOA","4","1","0","0","2089951","2","2","2","0","2","0","1","3","0","1","0","0","0","3","1","2","6","0","0"
"3747","89.170082092285","MAIPU","3","0","1","0","1100000","2","1","0","0","2","1","0","0","0","0","0","1","0","2","0","0","2","2","0"
"3748","120.00496673584","RENCA","4","1","0","0","197478","2","2","1","1","0","2","1","1","0","0","0","2","0","1","1","0","0","4","8"
"3749","86.165664672852","LA FLORIDA","4","0","2","0","1028269","1","3","0","1","2","0","1","1","0","1","0","0","0","3","1","0","4","0","2"
"3750","12.637699127197","CALERA DE TANGO","4","1","1","1","473926","1","3","1","1","2","1","0","0","0","1","1","0","1","2","0","0","2","2","0"
"3751","45.80793762207","SAN RAMON","3","0","0","0","426153","2","1","0","0","1","0","1","1","0","0","0","0","0","1","2","0","2","0","4"
"3752","46.090984344482","INDEPENDENCIA","4","0","2","0","549043","2","2","0","1","1","1","2","0","0","0","0","1","0","1","2","1","2","2","2"
"3753","228.6902923584","SANTIAGO","1","0","0","0","350216","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0"
"3754","86.294609069824","PEÑAFLOR","5","0","0","0","234869","2","3","0","3","1","3","0","1","0","0","0","3","0","2","0","0","2","6","2"
"3755","230.45550537109","PEÑALOLEN","4","0","2","0","211354","2","2","0","1","1","3","0","0","0","0","0","2","1","1","0","1","0","6","0"
"3756","217.71134948731","LO PRADO","4","1","0","0","362561","1","3","1","0","1","1","1","1","0","2","0","1","0","1","2","0","2","2","8"
"3757","96.666976928711","PUENTE ALTO","3","1","1","0","355600","1","2","0","1","1","1","1","0","0","0","0","0","1","1","1","1","0","2","0"
"3758","139.63891601562","SAN BERNARDO","4","2","0","1","536612","3","1","1","0","3","2","0","0","0","0","0","2","0","2","0","0","6","4","2"
"3759","42.944820404053","CALERA DE TANGO","2","0","0","0","364554","1","1","0","0","2","0","0","0","0","0","0","0","0","0","2","1","4","0","0"
"3760","79.885528564453","HUECHURABA","3","0","0","0","200479","1","2","0","1","1","1","0","1","0","0","0","0","1","0","2","0","2","0","0"
"3761","120.54947662353","LO PRADO","2","0","1","0","129000","0","2","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0"
"3762","67.591957092285","RECOLETA","4","0","1","0","1110833","2","2","0","0","3","0","0","1","0","0","0","0","0","4","0","0","4","0","0"
"3763","69.087730407715","LA FLORIDA","2","1","0","0","928918","1","1","2","0","1","0","0","1","0","0","0","0","0","2","0","0","6","0","6"
"3764","69.080352783203","SANTIAGO","3","0","1","0","245602","1","2","0","1","0","1","1","1","0","2","0","0","0","1","2","2","0","2","4"
"3765","90.149436950684","EL BOSQUE","2","1","0","0","943","1","1","2","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","2"
"3766","294.6809387207","SANTIAGO","4","1","0","0","1000005","1","3","1","1","2","1","0","1","0","0","0","0","0","4","0","0","3","2","4"
"3767","70.047203063965","PUENTE ALTO","5","0","0","0","193000","2","3","1","0","1","1","0","1","0","2","2","1","0","2","0","0","2","2","0"
"3768","32.3577003479","PROVIDENCIA","5","1","1","2","1346025","2","3","2","0","2","3","0","1","0","0","0","3","0","2","0","0","2","0","6"
"3769","114.60904693603","PEÑALOLEN","6","1","0","0","780000","3","3","1","1","4","1","0","0","0","1","1","1","1","3","0","0","4","2","0"
"3770","126.17282104492","CERRO NAVIA","1","0","0","0","108828","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4"
"3771","173.03591918945","PUDAHUEL","5","2","2","0","650000","3","2","1","2","2","2","0","1","0","0","0","2","1","2","0","0","4","0","8"
"3772","110.55256652832","LA GRANJA","3","0","1","0","200000","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","4"
"3773","84.231506347656","LA REINA","4","2","1","1","2178836","1","3","2","0","2","1","0","0","0","1","2","0","0","2","0","0","4","2","4"
"3774","102.13459777832","LA FLORIDA","1","0","0","0","151387","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"3775","83.868522644043","ESTACION CENTRAL","2","0","0","0","670112","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","2"
"3776","48.713798522949","LA REINA","5","1","2","0","240705","0","5","1","4","0","4","0","1","0","0","0","3","1","1","0","0","0","8","10"
"3777","178.82205200195","CONCHALI","3","0","0","0","320000","1","2","0","1","1","1","0","1","0","0","0","0","1","2","0","0","2","2","2"
"3778","142.58811950684","MAIPU","2","0","0","0","680480","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","2","0","2"
"3779","301.82464599609","MAIPU","1","0","0","0","140870","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","5"
"3780","56.579284667969","QUILICURA","4","1","1","0","292536","2","2","1","1","1","2","0","1","0","0","0","2","0","2","0","0","2","4","6"
"3781","128.47341918945","SANTIAGO","1","0","2","0","809126","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"3782","94.685111999512","LAS CONDES","4","1","2","1","791329","2","2","2","0","3","0","0","1","0","0","0","0","1","3","0","0","4","0","0"
"3783","186.85330200195","SAN JOAQUIN","3","3","0","0","353470","1","2","1","0","2","1","0","0","0","0","0","1","1","1","0","0","6","2","8"
"3784","63.800220489502","MAIPU","4","1","1","0","100000","3","1","2","2","0","3","0","0","1","0","0","1","2","1","0","0","0","4","8"
"3785","273.94912719727","LA FLORIDA","8","0","0","0","1142601","4","4","2","4","3","5","0","0","0","0","0","3","2","3","0","0","4","10","4"
"3786","134.63009643555","QUILICURA","3","0","0","0","669312","1","2","0","0","2","1","0","0","0","0","0","1","0","2","0","0","4","2","0"
"3787","299.1572265625","MACUL","1","0","0","0","160000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","4"
"3788","33.036670684815","SAN MIGUEL","4","1","0","2","602786","1","3","1","0","2","2","0","0","0","0","0","2","0","2","0","1","2","4","5"
"3789","49.267276763916","CONCHALI","6","0","0","0","1240397","3","3","0","0","4","1","1","0","0","0","0","1","0","4","1","1","8","2","2"
"3790","69.201866149902","LA PINTANA","4","0","1","0","60564","3","1","0","0","0","1","0","1","0","2","2","1","0","1","0","0","0","0","10"
"3791","58.807510375977","COLINA","3","0","0","0","300000","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","2"
"3792","75.27515411377","PUENTE ALTO","4","0","0","0","850000","2","2","0","1","2","1","0","1","0","0","0","0","0","4","0","0","0","0","0"
"3793","85.337463378906","QUILICURA","3","0","1","0","614599","1","2","0","0","1","0","2","0","0","0","0","0","0","0","3","2","2","0","2"
"3794","41.707508087158","SAN BERNARDO","2","1","1","0","538443","1","1","1","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","4"
"3795","89.007934570312","CERRILLOS","5","0","1","1","550000","3","2","0","0","2","2","0","1","0","0","1","1","0","3","0","0","4","4","4"
"3796","67.50276184082","QUILICURA","3","1","0","0","570861","1","2","1","0","1","0","0","1","0","1","0","1","0","1","1","0","2","0","2"
"3797","60.587608337402","CONCHALI","2","0","0","0","230000","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","4"
"3798","110.42705535889","BUIN","3","0","1","1","274156","1","2","2","1","1","1","0","0","1","0","0","1","0","2","0","0","2","4","7"
"3799","117.86389923096","PUENTE ALTO","5","2","1","1","1292697","2","3","2","0","3","1","0","1","0","0","0","1","0","4","0","0","2","0","0"
"3800","49.411010742188","EL MONTE","2","0","1","0","385000","1","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","2","0","0"
"3801","85.091255187988","SAN RAMON","6","0","2","0","531782","3","3","2","3","3","3","1","0","1","0","0","1","1","3","1","0","2","6","6"
"3802","401.17852783203","RECOLETA","6","0","3","1","1567172","2","4","1","2","2","2","0","1","0","1","1","0","2","3","0","0","4","4","4"
"3803","45.040328979492","LAS CONDES","1","1","0","0","442508","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","8"
"3804","114.66348266602","BUIN","1","0","0","0","284075","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"3805","82.768569946289","MACUL","3","1","1","0","677062","2","1","1","1","0","1","1","1","0","0","0","0","1","2","0","0","0","2","4"
"3806","199.96122741699","PEÑAFLOR","9","0","1","0","685000","3","6","0","3","2","3","2","1","0","1","0","3","0","3","3","0","4","0","0"
"3807","107.51812744141","PUDAHUEL","3","0","0","0","480000","2","1","0","1","1","1","0","1","0","0","0","0","0","2","1","0","2","2","6"
"3808","112.94490814209","LA REINA","4","2","3","0","2624045","2","2","3","1","4","1","0","1","0","0","0","0","1","3","0","0","9","0","9"
"3809","147.1238861084","LA FLORIDA","3","0","0","0","150000","0","3","0","2","1","2","0","0","0","0","0","1","1","1","0","0","0","4","0"
"3810","74.682083129883","LA PINTANA","3","0","5","0","360000","1","2","0","0","1","2","0","0","0","0","0","2","0","1","0","0","2","4","0"
"3811","40.037109375","PROVIDENCIA","3","1","1","0","1536208","1","2","2","1","2","1","0","0","0","0","0","1","0","2","0","0","4","2","1"
"3812","114.37947845459","SANTIAGO","2","0","2","0","882772","1","1","2","0","1","0","1","0","0","0","0","0","0","2","0","0","2","0","2"
"3813","66.929740905762","ISLA DE MAIPO","1","0","0","0","308119","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"3814","67.591957092285","RECOLETA","4","0","1","1","530822","2","2","0","2","2","2","0","0","0","0","0","1","1","2","0","0","4","4","0"
"3815","231.52723693848","SANTIAGO","3","1","0","0","1726242","1","2","1","0","2","1","0","0","0","0","0","1","0","2","0","0","4","2","1"
"3816","51.024444580078","PEÑALOLEN","5","0","1","0","531015","0","5","0","2","1","3","1","0","0","0","0","2","0","2","1","1","0","6","0"
"3817","68.741729736328","LA PINTANA","5","0","0","0","200000","4","1","0","1","1","1","0","1","0","2","1","2","0","2","0","0","2","2","0"
"3818","45.068470001221","CONCHALI","4","0","2","2","640000","1","3","0","0","2","1","0","0","0","1","1","1","0","2","0","0","4","2","0"
"3819","146.46360778809","LA PINTANA","3","1","1","0","390000","2","1","0","0","2","1","0","0","0","0","0","1","0","2","0","0","1","0","2"
"3820","67.591957092285","RECOLETA","4","0","1","0","703267","2","2","0","0","2","0","1","1","0","1","0","0","2","2","0","1","2","0","6"
"3821","94.607391357422","PEÑALOLEN","4","1","0","0","513830","2","2","0","0","1","0","0","0","2","2","0","0","1","3","0","1","2","0","2"
"3822","112.94490814209","LA REINA","4","2","2","0","1865843","2","2","2","0","2","0","0","2","0","2","2","0","0","2","0","0","4","0","6"
"3823","103.51809692383","SAN BERNARDO","6","1","4","1","613000","2","4","0","3","3","3","0","0","0","0","0","1","3","2","0","0","2","2","8"
"3824","84.557876586914","SAN MIGUEL","3","1","0","0","1731872","0","3","1","1","1","1","0","0","0","1","0","1","0","1","1","1","2","2","4"
"3825","65.931793212891","SAN BERNARDO","4","0","0","0","180000","2","2","0","1","1","2","0","1","0","0","0","0","2","2","0","0","2","4","0"
"3826","83.725151062012","MAIPU","5","0","2","0","768655","3","2","0","1","2","1","1","1","0","0","0","0","1","2","2","0","3","2","4"
"3827","206.36949157715","SAN BERNARDO","6","2","0","0","833437","2","4","2","1","2","2","0","1","0","1","1","1","1","3","0","1","2","4","5"
"3828","232.32171630859","PUENTE ALTO","1","0","0","0","193000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","2"
"3829","68.861030578613","MAIPU","4","0","0","0","355840","2","2","1","1","1","1","0","1","0","1","1","0","1","2","0","0","0","2","0"
"3830","62.941360473633","PROVIDENCIA","3","1","1","0","496414","2","1","3","1","2","1","0","0","0","0","0","0","1","2","0","0","2","1","4"
"3831","28.713603973389","PIRQUE","5","1","0","0","781053","2","3","2","2","1","2","3","0","0","0","0","1","0","3","1","0","1","2","3"
"3832","107.98755645752","PUDAHUEL","1","0","0","0","90000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"3833","193.63616943359","INDEPENDENCIA","3","0","1","0","398706","1","2","0","1","2","1","0","0","0","0","0","1","1","1","0","0","2","2","2"
"3834","84.835235595703","PUENTE ALTO","4","0","0","0","350000","1","3","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","2"
"3835","133.57571411133","SANTIAGO","2","0","0","0","1098149","1","1","0","1","2","1","0","0","0","0","0","0","1","1","0","0","2","0","2"
"3836","56.851131439209","MAIPU","5","1","0","0","700000","2","3","1","1","2","3","0","0","0","0","0","2","1","2","0","0","4","4","4"
"3837","131.42755126953","VITACURA","3","2","3","0","4640584","2","1","2","0","2","1","0","0","0","0","1","0","0","2","0","0","5","2","1"
"3838","137.99214172363","SAN JOAQUIN","4","0","2","1","400000","2","2","0","1","1","1","0","1","0","1","1","1","0","2","0","0","0","0","2"
"3839","140.03672790527","LA PINTANA","3","1","0","0","135470","2","1","1","0","2","0","0","1","0","0","0","0","1","2","0","0","4","0","0"
"3840","59.329265594482","LA FLORIDA","5","1","1","3","290000","5","0","1","2","0","2","1","1","1","0","0","2","0","2","1","0","0","4","0"
"3841","60.616439819336","PUENTE ALTO","4","0","0","1","353827","2","2","0","0","1","2","0","1","0","0","0","2","0","2","0","0","0","0","0"
"3842","54.159893035889","SAN BERNARDO","4","0","1","0","428884","2","2","0","0","1","0","1","1","1","0","0","0","0","3","1","1","2","0","0"
"3843","158.35098266602","PADRE HURTADO","1","0","0","0","130000","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","2"
"3844","36.16972732544","PUENTE ALTO","4","1","0","3","705635","1","3","1","0","2","2","0","1","0","0","0","2","0","2","0","0","2","2","0"
"3845","107.24101257324","ÑUÑOA","1","1","1","0","578319","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0"
"3846","85.789085388184","LA FLORIDA","3","1","1","0","1923262","2","1","3","1","2","1","0","0","0","0","0","0","0","3","0","0","4","2","0"
"3847","64.780990600586","LAS CONDES","3","1","1","0","288820","1","2","3","2","1","1","0","0","1","0","0","0","2","1","0","0","1","0","4"
"3848","82.539627075195","LAS CONDES","4","1","0","0","1610623","2","2","2","0","3","0","1","0","0","0","0","0","0","3","1","1","6","0","4"
"3849","98.19140625","SANTIAGO","2","0","0","0","128879","1","1","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","2"
"3850","62.35729598999","LO ESPEJO","5","0","1","0","962220","3","2","2","0","2","2","0","1","0","0","0","2","0","3","0","0","4","4","2"
"3851","306.41442871094","INDEPENDENCIA","4","0","0","0","1250000","3","1","0","0","4","0","0","0","0","0","0","0","0","4","0","0","8","0","0"
"3852","93.189399719238","CERRO NAVIA","4","0","1","0","328000","2","2","0","0","1","0","1","1","0","1","0","1","0","2","1","3","2","0","2"
"3853","52.922859191895","LA PINTANA","4","0","0","0","785000","2","2","0","0","4","0","0","0","0","0","0","0","1","3","0","0","8","0","0"
"3854","99.215187072754","LA CISTERNA","3","1","0","1","334058","2","1","1","0","1","1","0","1","0","0","0","1","0","2","0","0","0","0","0"
"3855","153.06350708008","LAS CONDES","6","4","0","0","2770671","1","5","4","1","3","3","0","0","0","0","0","1","2","3","0","0","9","7","20"
"3856","124.30296325684","LAS CONDES","3","2","0","0","1559825","1","2","2","0","3","0","0","0","0","0","0","0","0","3","0","0","8","0","9"
"3857","114.66348266602","BUIN","1","0","0","0","95490","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2"
"3858","101.20385742188","EL MONTE","2","0","0","0","80000","1","1","0","0","1","0","0","1","0","0","0","0","0","0","2","0","2","0","1"
"3859","92.377593994141","CERRO NAVIA","2","1","0","0","420000","0","2","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","6"
"3860","69.201866149902","LA PINTANA","4","0","1","0","480000","3","1","0","1","2","1","0","0","0","1","0","2","0","2","0","0","2","0","0"
"3861","36.16972732544","PUENTE ALTO","4","1","0","0","845345","2","2","1","0","1","1","0","1","0","1","1","1","0","2","0","0","3","2","4"
"3862","85.493576049805","LAS CONDES","2","1","0","0","291642","1","1","1","0","0","0","1","0","0","2","0","0","0","2","0","2","0","0","6"
"3863","191.89179992676","SANTIAGO","1","0","1","0","320000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"3864","74.461616516113","MAIPU","3","0","1","1","850000","2","1","0","1","2","1","0","0","0","0","0","0","1","2","0","0","2","2","2"
"3865","185.07247924805","CERRILLOS","1","0","0","0","200000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"3866","191.8366394043","SANTIAGO","1","1","1","0","792859","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","6"
"3867","155.18009948731","LA FLORIDA","4","0","0","0","1187432","3","1","0","2","4","1","0","0","0","0","0","0","1","3","0","0","6","0","2"
"3868","57.490062713623","PIRQUE","5","0","0","0","350000","1","4","1","2","2","2","0","1","0","0","0","2","1","1","1","0","4","4","0"
"3869","102.57622528076","CERRO NAVIA","2","0","1","0","361246","1","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","4","0","0"
"3870","143.32727050781","LAS CONDES","1","0","0","0","100800","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","3"
"3871","202.90281677246","MAIPU","2","0","1","0","346286","2","0","1","1","1","1","0","0","0","0","0","1","0","1","0","0","2","0","0"
"3872","77.74365234375","SANTIAGO","7","0","2","1","930000","2","5","0","1","2","1","1","2","0","1","1","1","0","5","0","1","4","2","6"
"3873","121.27928161621","PUDAHUEL","1","2","0","0","450000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"3874","78.76766204834","RECOLETA","3","0","0","0","450000","2","1","0","0","0","0","2","0","0","1","0","0","0","1","2","2","0","0","2"
"3875","39.335964202881","PIRQUE","3","0","0","0","547000","2","1","0","0","2","0","0","1","0","0","0","0","1","2","0","0","4","0","6"
"3876","105.24588775635","PUDAHUEL","1","0","1","0","140000","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"3877","41.319892883301","EL MONTE","4","1","1","0","430000","2","2","2","0","2","0","0","1","0","1","0","0","0","3","1","0","4","0","2"
"3878","230.49046325684","PUENTE ALTO","1","0","0","0","120000","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"3879","151.85984802246","LAS CONDES","6","0","3","0","814643","2","4","2","2","1","3","0","1","1","0","0","1","1","4","0","0","2","4","4"
