"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"3880","38.882583618164","SAN MIGUEL","3","1","1","0","571298","2","1","1","0","2","0","0","1","0","0","0","0","0","1","2","0","4","0","2"
"3881","70.347183227539","LA FLORIDA","2","1","0","0","1396637","1","1","2","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","4"
"3882","86.230453491211","LA FLORIDA","5","1","1","0","1704790","3","2","2","2","3","2","0","0","0","0","0","2","1","2","0","0","4","4","8"
"3883","92.739700317383","LA FLORIDA","5","0","2","0","1297248","4","1","0","2","2","2","0","1","0","0","0","1","1","3","0","0","4","0","2"
"3884","50.763198852539","ÑUÑOA","4","1","0","0","2100000","2","2","2","2","2","2","0","0","0","0","0","1","1","2","0","0","10","4","7"
"3885","87.14973449707","LA CISTERNA","5","1","0","0","1519636","2","3","3","2","2","3","0","0","0","0","0","0","2","3","0","0","6","6","3"
"3886","117.90223693848","LA FLORIDA","1","0","0","0","210000","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"3887","207.74299621582","RECOLETA","3","1","1","1","582123","1","2","1","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","2"
"3888","279.87506103516","PUDAHUEL","1","0","2","0","483651","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"3889","66.69947052002","LA REINA","5","1","1","1","419907","2","3","3","1","1","1","0","1","1","2","0","2","1","2","0","0","3","0","9"
"3890","84.71573638916","MELIPILLA","6","0","1","0","496126","3","3","0","0","1","1","0","2","1","1","1","1","1","2","1","1","2","2","8"
"3891","81.25609588623","PEÑAFLOR","2","0","0","0","90000","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","6"
"3892","72.377830505371","LA PINTANA","4","0","0","0","395000","2","2","1","1","2","2","0","0","0","0","0","1","2","1","0","0","4","4","1"
"3893","94.41414642334","MAIPU","4","0","1","0","730000","2","2","1","0","2","1","0","0","0","1","1","1","0","2","0","0","2","2","4"
"3894","37.438060760498","LA REINA","2","1","0","0","1054956","1","1","2","0","1","0","1","0","0","2","0","0","0","0","2","0","3","0","8"
"3895","87.321479797363","HUECHURABA","3","0","2","0","670199","1","2","0","0","2","0","1","0","0","1","0","0","0","2","1","1","4","0","2"
"3896","12.615293502808","CALERA DE TANGO","3","1","0","0","643986","1","2","2","1","2","1","0","0","1","0","0","0","0","3","0","0","3","2","2"
"3897","89.007934570312","CERRILLOS","5","0","1","0","940000","4","1","0","1","2","3","0","0","0","0","0","3","0","2","0","0","6","6","0"
"3898","46.87080001831","EL MONTE","4","1","0","0","342897","2","2","2","1","1","3","0","0","0","0","1","1","0","2","0","0","2","3","10"
"3899","93.845901489258","VITACURA","2","1","1","0","1809159","1","1","2","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","13"
"3900","100.85212707519","MACUL","3","0","1","0","212378","2","1","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","0"
"3901","116.84734344482","RENCA","3","0","1","1","349001","2","1","0","0","1","1","0","1","0","0","0","1","0","2","0","1","1","0","2"
"3902","245.99613952637","PEÑALOLEN","1","0","1","0","80000","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"3903","422.11163330078","PROVIDENCIA","2","2","0","1","319184","1","1","2","0","1","0","0","2","0","0","0","0","0","0","2","1","3","0","7"
"3904","141.61532592773","PEDRO AGUIRRE CERDA","2","0","0","0","414536","1","1","1","0","2","0","1","0","0","0","0","0","0","1","1","0","0","0","3"
"3905","195.94934082031","ESTACION CENTRAL","3","1","0","0","300000","1","2","1","1","1","1","0","1","0","0","0","1","0","2","0","0","2","0","0"
"3906","333.31167602539","PROVIDENCIA","3","2","0","0","1341338","3","0","2","0","1","1","1","0","0","0","0","1","0","1","1","0","4","2","8"
"3907","341.27746582031","PEÑALOLEN","1","0","0","0","125875","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2"
"3908","181.41383361816","VITACURA","1","2","1","0","160476","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","3"
"3909","97.522720336914","PROVIDENCIA","1","1","1","0","800000","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","4"
"3910","173.30749511719","SANTIAGO","3","0","1","1","458445","2","1","0","0","2","1","0","0","0","0","1","0","0","2","0","0","2","2","0"
"3911","442.34735107422","LA FLORIDA","7","0","2","0","741851","4","3","0","0","2","1","2","1","1","2","0","1","1","3","2","1","4","0","2"
"3912","149.41873168945","HUECHURABA","5","0","0","0","889645","3","2","0","1","2","1","0","1","1","0","0","0","2","3","0","1","5","2","7"
"3913","153.58332824707","PEÑALOLEN","3","0","0","0","394666","1","2","0","1","2","1","0","0","0","0","0","0","1","2","0","0","2","0","0"
"3914","107.72727203369","PEÑALOLEN","2","0","2","0","189805","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","0"
"3915","75.680160522461","MAIPU","3","1","0","0","578462","2","1","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"3916","86.615097045898","MAIPU","5","0","3","1","285514","3","2","0","4","1","4","0","0","0","0","0","3","1","1","0","0","2","8","0"
"3917","119.14967346191","ÑUÑOA","1","1","0","0","462402","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","6"
"3918","49.435863494873","QUILICURA","4","1","0","0","339314","3","1","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","4"
"3919","76.755798339844","PUENTE ALTO","3","1","0","0","286527","1","2","1","1","1","1","0","1","0","0","0","0","1","2","0","0","0","1","5"
"3920","118.93146514893","PEÑAFLOR","2","1","2","0","1167369","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","2","0","2"
"3921","140.4990234375","PROVIDENCIA","2","0","1","0","2302540","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","5","0","4"
"3922","170.08451843262","CERRILLOS","5","1","1","1","430000","3","2","3","0","1","1","1","1","0","1","1","1","0","2","1","1","0","2","10"
"3923","102.07592773438","PUENTE ALTO","3","0","0","1","350301","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","1"
"3924","169.47013854981","PROVIDENCIA","6","3","2","0","3177666","3","3","3","0","4","0","0","4","0","2","2","0","0","4","0","0","6","0","4"
"3925","109.7890701294","MAIPU","2","1","0","0","1250000","1","1","2","0","1","0","1","1","0","0","0","0","0","0","2","2","2","0","0"
"3926","95.276649475098","QUINTA NORMAL","5","0","0","0","273125","2","3","0","3","1","3","0","1","0","0","0","3","0","2","0","0","2","4","0"
"3927","81.507667541504","SAN MIGUEL","4","1","2","0","309221","1","3","0","2","1","2","0","1","0","0","0","1","1","2","0","0","2","2","4"
"3928","118.0192489624","EL BOSQUE","2","0","0","0","200000","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","4"
"3929","70.047203063965","PUENTE ALTO","5","0","0","0","150000","1","4","0","1","0","2","0","1","0","2","1","2","1","1","0","0","2","4","2"
"3930","362.88674926758","SANTIAGO","3","1","0","0","584426","1","2","1","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","0"
"3931","39.335964202881","PIRQUE","3","0","0","0","215000","1","2","0","0","0","0","1","2","0","0","0","0","0","2","1","1","0","0","6"
"3932","115.83762359619","RECOLETA","3","0","0","0","200000","1","2","0","0","0","0","1","0","2","0","0","0","0","2","1","3","0","0","4"
"3933","145.24139404297","LAS CONDES","3","0","0","0","550492","1","2","0","0","1","0","2","0","0","0","0","0","0","0","3","2","1","0","3"
"3934","109.23008728027","QUINTA NORMAL","4","0","0","0","991451","1","3","0","0","3","0","0","1","0","0","0","0","1","3","0","0","6","0","2"
"3935","65.300559997559","PUENTE ALTO","5","1","0","0","446424","2","3","1","3","2","3","0","0","0","0","0","1","2","2","0","0","4","6","0"
"3936","83.767959594727","LA FLORIDA","4","1","0","0","1739798","1","3","2","1","3","1","0","0","0","0","0","0","2","2","0","0","2","0","4"
"3937","63.800220489502","MAIPU","4","1","1","0","792918","2","2","2","1","3","1","0","0","0","0","0","0","1","3","0","0","2","0","0"
"3938","44.197742462158","SAN BERNARDO","3","1","0","0","431357","2","1","2","1","2","1","0","0","0","0","0","1","0","2","0","0","2","1","11"
"3939","91.901542663574","SAN RAMON","4","0","1","2","472690","3","1","0","1","2","2","0","0","0","0","0","2","0","2","0","0","4","4","1"
"3940","74.395568847656","LA FLORIDA","3","0","0","0","952229","2","1","2","0","1","0","1","1","0","2","0","0","0","1","2","0","2","0","4"
"3941","122.46534729004","LO BARNECHEA","2","0","0","0","471515","0","2","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","2"
"3942","44.291275024414","SAN BERNARDO","4","1","1","1","304059","1","3","1","0","1","1","0","1","1","0","0","1","1","2","0","2","2","2","18"
"3943","79.944068908691","LA FLORIDA","2","0","0","0","109694","0","2","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","2","2"
"3944","122.00151824951","BUIN","3","0","0","0","178000","1","2","0","1","1","1","1","0","0","0","0","1","0","1","1","1","1","0","10"
"3945","172.67709350586","RENCA","5","1","4","2","194000","2","3","1","2","1","3","0","2","0","0","0","2","0","3","0","0","1","6","4"
"3946","119.24905395508","SANTIAGO","4","0","1","0","105035","1","3","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","6"
"3947","94.513107299805","LA CISTERNA","4","1","0","0","707887","2","2","1","2","2","2","0","0","0","0","0","2","0","2","0","0","1","0","0"
"3948","45.225227355957","HUECHURABA","3","0","0","0","900000","2","1","0","0","1","0","2","0","0","0","0","0","0","1","2","0","2","0","4"
"3949","103.73506164551","PUDAHUEL","2","0","1","0","200000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","4"
"3950","32.713516235352","PROVIDENCIA","4","1","0","2","3845252","1","3","2","0","2","1","0","0","0","1","1","1","0","2","0","0","5","0","7"
"3951","114.37947845459","SANTIAGO","2","0","0","0","412402","1","1","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","4"
"3952","147.00666809082","MACUL","2","1","0","0","620000","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2","1","2","0","2"
"3953","26.626398086548","LO BARNECHEA","1","1","98","98","512210","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","8"
"3954","84.314575195312","BUIN","4","1","1","0","1362689","1","3","1","0","4","0","0","0","0","0","0","0","0","2","2","3","5","0","2"
"3955","113.58992767334","MACUL","2","1","0","0","329972","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0"
"3956","91.910331726074","PEÑALOLEN","4","1","1","0","854104","2","2","3","2","2","2","0","0","0","0","0","0","1","3","0","0","4","2","0"
"3957","138.85372924805","PEÑALOLEN","3","1","0","0","470000","1","2","2","0","0","0","1","0","1","1","0","0","1","1","1","0","0","0","3"
"3958","42.201374053955","PROVIDENCIA","3","1","0","0","1518706","0","3","1","0","1","1","1","2","0","0","0","0","1","1","1","1","2","3","6"
"3959","152.59762573242","RECOLETA","1","0","0","0","122819","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0"
"3960","523.3271484375","PROVIDENCIA","3","2","3","0","3222367","2","1","3","0","3","0","0","2","0","0","0","0","0","1","2","0","4","0","2"
"3961","87.258628845215","PUDAHUEL","2","1","1","0","511490","1","1","1","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","6"
"3962","127.74155426025","PROVIDENCIA","2","0","2","0","2644894","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","4"
"3963","31.208032608032","ISLA DE MAIPO","2","1","1","0","503240","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"3964","124.68678283691","LAS CONDES","2","0","0","0","628218","0","2","1","0","1","0","0","1","0","0","0","0","0","1","1","1","2","0","2"
"3965","23.177541732788","CALERA DE TANGO","4","1","1","0","396335","1","3","2","0","1","2","0","1","0","0","0","2","0","2","0","0","2","0","0"
"3966","102.30683135986","MAIPU","3","0","1","0","220000","1","2","0","1","1","1","0","1","0","0","0","1","1","1","0","0","2","2","0"
"3967","312.68966674805","PROVIDENCIA","3","2","0","1","2676977","2","1","2","0","2","1","0","2","0","0","1","0","0","2","0","1","4","0","8"
"3968","142.55407714844","CONCHALI","3","1","0","0","530000","2","1","2","0","1","0","1","1","0","0","0","0","0","2","1","0","2","0","4"
"3969","76.875549316406","MAIPU","4","0","1","0","335055","2","2","0","2","1","2","0","1","0","0","0","1","1","2","0","0","2","4","0"
"3970","75.40909576416","EL BOSQUE","5","0","2","0","454172","2","3","1","3","2","3","0","0","0","0","0","0","3","2","0","0","4","4","4"
"3971","237.41578674316","PUDAHUEL","5","1","0","0","700000","2","3","1","2","2","3","0","0","0","0","0","2","2","1","0","0","0","0","3"
"3972","186.17852783203","SAN MIGUEL","4","0","2","0","946179","1","3","2","1","2","2","0","0","0","0","0","2","0","2","0","0","2","4","0"
"3973","172.67799377441","RENCA","1","0","0","0","742600","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","1"
"3974","124.09717559815","EL BOSQUE","2","0","0","0","134070","1","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","2","2"
"3975","76.634613037109","PUDAHUEL","4","1","2","0","479291","3","1","3","2","1","2","0","1","0","0","0","0","2","2","0","0","4","4","6"
"3976","83.059646606445","LAS CONDES","2","2","1","98","1211099","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","5","0","5"
"3977","89.007934570312","CERRILLOS","5","0","1","0","1290000","3","2","1","0","4","0","0","1","0","0","0","0","1","4","0","0","8","0","2"
"3978","122.03787231445","PUDAHUEL","3","0","0","0","220000","2","1","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","0","10"
"3979","45.438919067383","SAN MIGUEL","3","0","1","1","340928","1","2","0","1","1","2","0","0","0","0","0","2","0","1","0","0","0","4","4"
"3980","83.668434143066","EL BOSQUE","4","1","1","1","700000","2","2","2","1","2","2","0","0","0","0","1","0","1","2","0","0","5","1","6"
"3981","49.115852355957","LO PRADO","2","0","0","0","321406","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","4"
"3982","52.922859191895","LA PINTANA","4","0","1","0","447373","1","3","0","1","1","2","1","0","0","0","0","2","0","1","1","1","2","4","0"
"3983","95.748107910156","SANTIAGO","2","1","0","0","400000","1","1","1","2","1","0","0","1","0","0","0","0","0","0","2","0","4","0","6"
"3984","177.48870849609","EL BOSQUE","7","0","0","0","1244511","4","3","1","1","3","2","0","1","0","1","2","1","1","3","0","0","6","4","8"
"3985","29.794460296631","ISLA DE MAIPO","3","0","0","0","180000","1","2","0","0","0","1","2","0","0","0","0","0","1","0","2","1","0","2","0"
"3986","74.515144348145","PIRQUE","1","0","0","0","75000","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"3987","87.195320129395","RECOLETA","3","0","1","1","360648","2","1","2","1","1","1","1","0","0","0","0","0","1","2","0","0","0","2","2"
"3988","101.54786682129","PUENTE ALTO","3","0","0","0","368326","2","1","0","1","1","1","0","1","0","0","0","0","1","1","1","0","2","2","2"
"3989","84.390289306641","CERRO NAVIA","3","1","1","0","703693","1","2","1","0","2","0","1","0","0","0","0","0","0","2","1","1","4","0","0"
"3990","74.310546875","MAIPU","4","0","1","2","300000","3","1","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","2"
"3991","226.02601623535","SAN RAMON","5","1","2","1","1310770","1","4","0","0","4","0","0","1","0","0","0","0","2","3","0","0","6","0","2"
"3992","170.86711120606","QUINTA NORMAL","3","0","0","1","130000","0","3","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","2","4"
"3993","137.96983337402","LA FLORIDA","1","0","0","0","204787","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","3"
"3994","70.450180053711","PUENTE ALTO","3","1","1","0","214751","2","1","1","1","0","1","1","1","0","0","0","0","1","2","0","0","0","0","2"
"3995","195.97328186035","ÑUÑOA","4","2","1","0","1107955","1","3","4","1","1","1","1","1","0","0","0","0","1","3","0","0","4","2","9"
"3996","68.010498046875","LA PINTANA","5","0","1","1","230000","2","3","0","1","1","2","0","1","0","1","1","2","0","2","0","0","6","4","4"
"3997","9.0308361053467","CALERA DE TANGO","3","2","0","0","618017","2","1","2","0","2","0","0","1","0","0","0","0","0","2","1","0","4","0","0"
"3998","73.395401000977","PUENTE ALTO","4","1","0","0","272817","2","2","1","1","1","1","0","2","0","0","0","1","0","3","0","0","2","2","0"
"3999","108.70894622803","CERRO NAVIA","3","0","0","0","250000","1","2","0","1","1","1","0","0","1","0","0","0","2","1","0","0","2","2","2"
"4000","63.422397613525","LAS CONDES","1","1","0","0","390289","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","3"
"4001","199.81858825684","MAIPU","5","2","0","0","891821","4","1","2","2","2","3","0","0","0","0","0","3","0","2","0","0","4","6","2"
"4002","126.55893707275","ÑUÑOA","2","0","1","0","765645","0","2","1","1","2","1","0","1","0","0","0","0","1","1","0","0","0","0","18"
"4003","131.66830444336","LO PRADO","4","0","0","0","783000","2","2","0","1","1","1","1","1","0","2","0","0","1","1","2","2","2","0","4"
"4004","73.3828125","SAN BERNARDO","3","0","1","1","233000","2","1","0","0","0","0","1","1","1","0","0","0","0","1","2","0","0","0","4"
"4005","48.045867919922","PUDAHUEL","4","1","0","0","261457","1","3","2","1","1","1","0","1","0","1","1","1","0","2","0","0","2","0","2"
"4006","135.52624511719","HUECHURABA","3","0","2","0","1271555","1","2","1","0","3","0","0","0","0","0","0","0","0","3","0","0","6","0","0"
"4007","80.908500671387","PUENTE ALTO","4","0","2","0","500000","2","2","0","2","2","2","0","0","0","0","0","0","2","2","0","0","2","4","0"
